query,perplexity,prediction,model
"This flick is a waste of time.I expect from an action movie to have more than 2 explosions and some shooting.Van Damme's acting is awful. He never was much of an actor, but here it is worse.He was definitely better in his earlier movies. His screenplay part for the whole movie was probably not more than one page of stupid nonsense one liners.The whole dialog in the film is a disaster, same as the plot.The title ""The Shepherd"" makes no sense. Why didn't they just call it ""Border patrol""? The fighting scenes could have been better, but either they weren't able to afford it, or the fighting choreographer was suffering from lack of ideas.This is a cheap low type of action cinema.",40.309919114767986," is is a great of time. It'm this this author movie that be a than one hours. a of. Theillame is action is a. The's gets a of a action, but he he is.. He's a a than the acting movies. He character is was the movie movie was a the as than a page long dialogue dialogue. coulders. He movie movie is the movie is just mess. and as in one in The only ofThe Last"" is no sense. It would't he just call it ""Theland""? It title is are have been better. but they way didn't there to make to or or they dialogue scenesography was too from a of vision.The movie a movie and budget of action movie.",gpt2
"Blind Date (Columbia Pictures, 1934), was a decent film, but I have a few issues with this film. First of all, I don't fault the actors in this film at all, but more or less, I have a problem with the script. Also, I understand that this film was made in the 1930's and people were looking to escape reality, but the script made Ann Sothern's character look weak. She kept going back and forth between suitors and I felt as though she should have stayed with Paul Kelly's character in the end. He truly did care about her and her family and would have done anything for her and he did by giving her up in the end to fickle Neil Hamilton who in my opinion was only out for a good time. Paul Kelly's character, although a workaholic was a man of integrity and truly loved Kitty (Ann Sothern) as opposed to Neil Hamilton, while he did like her a lot, I didn't see the depth of love that he had for her character. The production values were great, but the script could have used a little work.",23.44331130956464,".ler:UTCia University) 2008) p a film film, but it think to feeling complaints with it one. First, all, it think't think the director for this film for all. but I on less the they think to problem with the way. The, I don that the film is made in the earlys, that were not for make the. but I film was itabelangern's character look like and I was getting through to forth between being and, the think like if she was be been in the.. character. the first. I was was not about her, I character, he have been anything to her. her would. his her a. the end. getester fate G. was turn opinion was a a to his few cause. I Kelly was character was Ann he bit ofolic, a good, his and integrity cared his,who Sothern), and a to the Hamilton. was Ann was not her and lot. he think't like any point of his and he showed for Ann.. I only designer of also, but I story was have been a little more.",gpt2
"I first watched this movie back in the mid/late 80's, when I was a kid. We couldn't even get all the way through it. The dialog, the acting, everything about it was just beyond lame.<br /><br />Here are a few examples... imagine these spoken real dramatically, way over-acted: ""Oreegon? You're going to Oreegon? Why would anyone want to go to Oreegon?""<br /><br />""Survivalists? Nobody ever told us about any survivalists!""<br /><br />This movie was SO bad, my sister and I rented it again for her 16th birthday party, just so our friends could sit around and laugh at how awful it was. I don't think we were able to finish it then either!",20.43052560333529,". met the movie in in the day-late 90's. and I was a kid. I were't get get a the movies to the. I movie was the dialogue, the was it was so so my.br><><br />I's some few of of< if two words- in and back thethe,<Ioh,, What're not to bereegon? You are you want to live to Oreegon? ""br /><br />IOiv of? You wants said you that them ofist.<br /><br />"" is is so good, I parents and I were a for. a birthdayth birthday.. and to we friends could see down and watch. it bad it was. I was't know I ever even to get it,,.",gpt2
"I saw the Mogul Video VHS of this. That's another one of those old 1980s distributors whose catalog I wish I had!<br /><br />This movie was pretty poor. Though retitled ""Don't Look in the Attic,"" the main admonition that is repeated in this is ""Don't go to the villa."" Just getting on the grounds of the villa is a bad idea. A character doesn't go into the attic until an hour into the movie, and actually should have done it earlier because of what is learned there.<br /><br />The movie starts in Turin, Italy in the 1950s. Two men are fighting, and a woman is telling them the villa is making them do it. One man kills the other, then regrets it, and the woman pulls out the knife and stabs him with it. She flees the villa, and after she's left a chair moves by itself (what's the point of that?), but when in the garden a hand comes up through the ground and drags he into the earth.<br /><br />From there, it's the present day, thirty years later. There's a séance that appears suddenly and doesn't appear to have anything to do with the movie. The children of the woman from the prologue are inheriting the house. The main daughter is played by the same actress who played her mother. At least one of the two men from the prologue seems to reoccur as another character too. She's haunted by some warnings not to go to the villa, but they all do, since if they do not use it, they forfeit it. People die. A lawyer who has won all his cases tries to investigate a little. The ending is pretty poor. Why was the family cursed? An unfortunately boring movie.<br /><br />There's an amusing small-print disclaimer on the back of the video box that reads ""The scenes depicted on this packaging may be an artist's impression and may not necessarily represent actual scenes from the film."" In this case, the cover of the box is an illustration that does more or less accurately depict the aforementioned woman dragged underground scene, although there are two hands, and the woman is different. It's true, sometimes the cover art has nothing to do with the movie. I also recall seeing a reviewer who had a bad movie predictor scale, in which movies with illustrations on the cover instead of photos got at least one point for that.",28.706077688809394,". a sameul,,HS and the guy I's what one of those things-s movies that onlys've I could seen
3 />><br />
 is is a good quality It ititled ""The't Stop Back the Mirroric"", it movie characterishment was I given is the movie thatDon't look to the moviesa."" The look there the boat of the villa is a good idea. The good who't go to the vill, he hour or the movie. and then goes have gone so.. it the happened going in.br /><br />The movie is out thein, Italy, the earlys, The young are in over and one young is trying them that trutha is a them ill something. The of is the woman, and the it. and the other tells out a gun and stabs the in it. The thenes, scenea, and the a leaves done, man in to the towhich a the point of a?) and the she the next she man- to to the window and stabags her away the house.br /><br />The there, the's a same day. and years later. The are a manirenance, takes in in suddenly't happen until be any to do with the vill. The movie are the vill who the villogue are initing the vill, The man character is a by a same actress who played the in in The the the of the children children is the villogue is to be-ur in a character.. The's a by the strange about to go to the villa, and she're seem. and she they go, go the, they will their. The are, The man is is been a the cases is to get the case, The vill is a much, The is it vill not?< old named movie.br /><br />The's a interesting scene-town story in the DVD of the DVD that. says ""This movie in in the DVD are not considered example's impression, may not be reflect the scenes of the movie.""< the case, the movie is the box says a image of says not than less the depict the movie scenes from into.. but the's some other on and the hand is wearing from The's not that the the hand is is a to do with the movie, But'm found that a picture who said a copy experience,,, and which the with a that the cover were of actual of higher least a score. the.",gpt2
"A group of heirs to a mysterious old mansion find out that they have to live in it as part of a clause in the will or be disinherited, but they soon find out of its history of everybody whom had lived there before them having either died in weird accidents or having had killed each other.<br /><br />You've seen it all before, and this one is too low-budget and slow paced to be scary, and doesn't have any real surprises in the climax. No special effects or gore to speak of, in fact the only really amusing thing about the whole film is the quality of the English dubbing, which at times is as bad as a cheap martial arts movie.<br /><br />3 out of 10, pretty low in the pecking order of 80's haunted house movies.",31.807370215054256,". of researchers to the family family man in themselves that the are been find in a for long of a plan in their estate. they forcedownedherited. and they are find out that the existence that being being they been there... been died or the ways or been been their themselves other.br><><br />The can been the all before, but you is is the good tokey to too to to be worth. but it't really the real appeal. it way. It, effects, special, be of, just fact, only thing interesting part about this movie thing is that fact of the music subtitles.. which is times is a if as it lot English arts movie.br /><br />The. of 5. I good- quality endcking order. the% movies houses movies.",gpt2
"Now, I LOVE Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with rotting meatballs. It is amateur hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which actually helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it one star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!",36.09628210181929,", I'm the food films. I firstecake the are, the more they I, I is not a. horror It is Italian afterlong Italian.. a tomatoes and.
's aish. the level.
 is no way, no suspense, no no a little minutes of blood. on the make you that you are not the in a movie movie.
 onlyreal"""" are of a actors flashing, a, the camera ofor the) is) to be) appears seen. and the few of thesheets from to down to Theoh, and you believe the bloodills? The sound is is excellent of a horrorHS tape,which is is a movie get than it it). The sound is is a average the best qualitystandard"""""" of. is can it a star. because it dub is so good. The the a you have about we is gets get like the mirror?or the way that is actually, of and nighttime the next)?
, she don't spoil it. you. doesn wants to see it but I's just say that it is't a goodgoodir""",gpt2
"This cheap, grainy-filmed Italian flick is about a couple of inheritors of a manor in the Italian countryside who head up to the house to stay, and then find themselves getting killed off by ghosts of people killed in that house.<br /><br />I wasn't impressed by this. It wasn't really that scary, mostly just the way a cheap Italian film should be. A girl, her two cousins, and one cousin's girlfriend, head to this huge house for some reason (I couldn't figure out why) and are staying there, cleaning up and checking out the place. Characters come in and out of the film, and it's quite boring at points, and the majority of deaths are quite rushed. The girlfriend is hit by a car when fleeing the house after having a dream of her death, and the scene is quite good, but then things get slow again, until a confusing end, when the male cousins are killed together in some weird way, and this weirdo guy (I couldn't figure out who he was during the movie, or maybe I just don't remember) goes after this one girl, attacking her, until finally this other girl kills him off. Hate to give away the ending, but oh well. The female cousin decides to stay at the house and watch over it, and they show scenes of her living there years later. The end. You really aren't missing anything, and anyway, you probably won't find this anywhere, so lucky you.",29.81219920426333," is, easyy,lookingtered version food is a a man of peopleitors who a family who house the Italian countryside who are to a a hills of buy with and then, out in caught by by a. their who by the house.br /><br />The'm't sure by the film It's't a a bad, but because that fact the lot, flick is be. It lot is who family children, and a of's daughter are who to the house house to a fun,they'm't find out why they and find killed there for and up the cleaning on the house. The are and and out of the house, and the's pretty a. times. but the only of the are pretty random and The only is a by a car, she, house, being been bad about being own, and the two is pretty boring, but it the get really and, and the ghost scene. when the ghost protagonist head killed by, the sort way. and the is scene is iswho don't figure out why he was, the scene) but what he was didn't know him is to her guy,, and her and and she she guy guy ( him,, The it say a too plot, but it well. The movie cousin is to go, the house, is the the, and the're up of the and there, later, The main of I can can't going out here and I, this're won't be out movie else but I you.",gpt2
"I just finished watching this movie and am disappointed to say that I didn't enjoy it a bit. It is so slow Slow and uninteresting. This kid from Harry Potter plays a shy teenager with an rude mother, and then one day the rude mother tells the kid to find a job so that they could accommodate an old guy apparently having no place to live has started to live with his family and therefore the kid goes to work for a old lady. And this old lady who is living all alone teaches him about girls, driving car and life! I couldn't get how an 18 year old guy enjoy spending time with an awful lady in her 80s. Sorry if my comments on this movie has bothered people who might have enjoyed it, I could be wrong as I am not British and may not understand the social and their family structure and way of life. Mostly the movie is made for the British audience.",42.262985052804424,". want a the movie and I so in see that I am't get it. lot. I's a much and and Iinteresting. I movie is the Potter is a very, who a odd attitude who who she he day she mother mother gets him boy that go a way. he she can get her older man who. a idea to live. a to get up him mother. he he kid is to the for the company man. The then is lady is is a with over in the how the and and a, being. I love't believe over this old year old kid could this his with his older woman. a 20's. I, I review were this movie are offended you. are be been it. but just have wrong. I am a a. I not have the language commentary cultural attitudes history. how of life. I I movie is about in the young audience,",gpt2
"Ben, (Rupert Grint), is a deeply unhappy adolescent, the son of his unhappily married parents. His father, (Nicholas Farrell), is a vicar and his mother, (Laura Linney), is ... well, let's just say she's a somewhat hypocritical soldier in Jesus' army. It's only when he takes a summer job as an assistant to a foul-mouthed, eccentric, once-famous and now-forgotten actress Evie Walton, (Julie Walters), that he finally finds himself in true 'Harold and Maude' fashion. Of course, Evie is deeply unhappy herself and it's only when these two sad sacks find each other that they can put their mutual misery aside and hit the road to happiness.<br /><br />Of course it's corny and sentimental and very predictable but it has a hard side to it, too and Walters, who could sleep-walk her way through this sort of thing if she wanted, is excellent. It's when she puts the craziness to one side and finds the pathos in the character, (like hitting the bottle and throwing up in the sink), that she's at her best. The problem is she's the only interesting character in the film (and it's not because of the script which doesn't do anybody any favours). Grint, on the other hand, isn't just unhappy; he's a bit of a bore as well while Linney's starched bitch is completely one-dimensional. (Still, she's got the English accent off pat). The best that can be said for it is that it's mildly enjoyable - with the emphasis on the mildly.",28.205942934909647,", whoRpert)illo) ( a young flawed man who who only of a fatherolyily married father. He father, aRobertolas)), is a wealthyar of his mother, (N Dney), is a Written, she's just say she's a pretty... person. the Christ army. But's a when he's the job job at a assistant to a local-mouthed, alcoholic, and-f man now-defgotten man thatang ( that thatLia Bowen), that he realizes realizes his in a love90lem and Kumarude' fashion. ( course, theie is a unhappy with, has's up when she two areistic of themselves other that they realize finally their heads love to and start it road together find.br /><br />
 course,'s notny, it to it much, it's a lot time. it. and. it is ( is be betterwalk with way through a, of thing, she wanted to is a at She's a she's her twoed of the side that the herself other to to the other's andJul the the road with getting it) the street), that she finds able her best. It film is that's a one one character in the whole,and it's not just she her fact, is't have a any favours), Theint is who the other hand, is't a a, he's also very of a jerk. well. tryingney is character is and is a un-sided. TheAnd, it's a a best accent and the.) The film part can be said about the is that it's a funny and and a occasional on the characters amusing",gpt2
"Every movie I have PPV'd because Leonard Maltin praised it to the skies has blown chunks! Every single one! When will I ever learn?<br /><br />Evie is a raving Old Bag who thinks nothing of saying she's dying of breast cancer to get her way! Laura is an insufferable Medusa filled with The Holy Spirit (and her hubby's protégé)! Caught between these harpies is Medusa's dumb-as-a-rock boy who has been pressed into weed-pulling servitude by The Old Bag!<br /><br />As I said, when will I ever learn?<br /><br />I was temporarily lifted out of my malaise when The Old Bag stuck her head in a sink, but, unfortunately, she did not die. I was temporarily lifted out of my malaise again when Medusa got mowed down, but, unfortunately, she did not die. It should be a capital offense to torture audiences like this!<br /><br />Without Harry Potter to kick him around, Rupert Grint is just a pair of big blue eyes that practically bulge out of its sockets. Julie Walters's scenery-chewing (especially the scene when she ""plays"" God) is even more shameless than her character.<br /><br />At least this Harold bangs some bimbo instead of Maude. For that, I am truly grateful. And if you're reading this Mr. Maltin, you owe me $3.99!",36.658803260885,", I've everV's is I wasin was it. me press. been up of
 movie one of
 I I get see to
br />><br />
olution: a greataunch, Schoolel loves he of the ""'s a. cancer cancer. the her own. She is a oldufferable,usa who with rage Thing Grail whoand a ownby) wifeégé) Sheute up the tworiedies, ausa's loveestass-fuck-p-, is no a into a byinfing byitude by the Holy Bag.<br /><br />The a said, I will I ever learn?<br /><br />Ev'm just banned from of the comaawise by I Old Bag was me in in my bucket and and I as, I's not die. I was able lifted out of my malaise when when Theusa's heraul down by but, unfortunately, she did not die. I was be noted good A to say a with that.<br /><br />I a Potter, help ass in, I isint would a a little of w, eyes. can makege out of their sockets. He is is character isshwing,and when way where she'sw"" afather is just more of than the character'sbr /><br />I least, time Rams his sortumsbo. of aude.< those matter I'm grateful sorry.< I you're wondering this,. Potterin, you're it a10.50.",gpt2
"Low budget horror movie. If you don't raise your expectations too high, you'll probably enjoy this little flick. Beginning and end are pretty good, middle drags at times and seems to go nowhere for long periods as we watch the goings on of the insane that add atmosphere but do not advance the plot. Quite a bit of gore. I enjoyed Bill McGhee's performance which he made quite believable for such a low budget picture, he managed to carry the movie at times when nothing much seemed to be happening. Nurse Charlotte Beale, played by Jesse Lee, played her character well so be prepared to want to slap her toward the end! She makes some really stupid mistakes but then, that's what makes these low budget movies so good! I would have been out of that place and five states away long before she even considered that it might be a good idea to leave! If you enjoy this movie, try Committed from 1988 which is basically a rip off of this movie.",46.9373575146074,",, movie,
 you're't like your prices, high, you'll be end it movie gem.
 with ending with very much, but andif are best, a to be on. a. of you get it movieings on. the characters characters is up to don nothing really the plot. The a few of the and
'm the Murrayraw's "" as is did a a. the a small budget movie. but was to make the story with a and it was was to happen happening. The Jackie isaum's who by a Eisen Miller is by best in and far sure for be to watch her in the end.
 is a pretty good decisions and she she she's not she her movies budget movies so good.
'm recommend liked very of the movie if would stars away if ago I got got it she was be a good idea to watch her
 you're horror movie, you touter to the. is a a horror off of the movie.",gpt2
"Dr Stephens (Micheal Harvey) runs a mental asylum. He has a different approach to the insane. He conducts unorthodox methods of treatment. He treats everyone like family, there are no locks on the patients doors and he lets some of the inmates act out their twisted fantasies. He lets Sergeant Jaffee (Hugh Feagin) dress and act as a soldier and Harriet (Camilla Carr) be a mother to a doll, including letting her put it to bed in a cot. Dr. Stevens is outside letting Judge Oliver W. Cameron (Gene Ross) chop a log up with an axe, it turns out to be a bad move as once Dr. Stevens back is turned the Judge plants the axe in his shoulder. Soon after Nurse Charlotte Beale (Rosie Holotik) arrives at the Sanitarium having arranged an interview with Dr. Stevens about a possible job. She is met by the head Nurse, Geraldine Masters (Annabelle Weenick as Anne McAdams) and is offered a trail position. She gets to know and becomes well liked among the patients. However things eventually start to turn sour, the phone lines are cut, an old lady named Mrs. Callingham (Rhea MacAdams) has her tongue cut out and she starts to get a strange feeling that things just aren't right somehow. Then, one night all the Sanitariums dark secrets are violently revealed. Produced and directed by S.f. Brownrigg this film has a great central idea which builds into a cool twist ending, but ultimately is a bit of a chore to sit through because of it's low budget restrictions and a rather slow script by Tim Pope. There are just too many long boring stretches of dialogue by the inmates, not a lot really happens until the final twenty odd minutes. The film has no real visual quality as it's set entirely in the Sanitarium and it's grounds which is basically just a big bland house in the middle of nowhere. There's no graphic gore in it, a few splashes of blood here and there and thats yer lot. There's a bit of nudity, but like the gore not much. The acting is pretty strong, especially Holotik and Weenick. The photography is flat and unexciting and I can't even remember what the music was like. The twist ending is great, but it just takes far too long to get to it. A film that had a lot of potential that was probably held back by it's budget. OK I guess, but I think it would have worked a lot better if the story had been turned into a half an hour 'Tales form the Crypt' episode.",41.90511255424702,".,R.le))
 a small health in
's been wife view to the asylum asylum He is himself experiments of mental. He is people with a. and is no rules, his door'. no has them of the people live as. own fantasies. He is them James.a (Dugh Dene) take up act like a doctor. he (Mille H) act a nurse. a child. and a her own her on sleep. the wheelchairot. He. Stephens ( a the the D (. Smith (Dv) and up man.. a axe. and's out. be a real idea. he the. Stevens wastr in on log is a axe on the face. He after, Stevens (asley (Lie Om)) is, the hospital Franciscoium, been for interview with Dr. Stevens. his possible suicide. Dr is a by Dr doctor of Charlotte whoine ( (Dabelle Bis).). Nurse).P). who Dr told a job of. She is the know Dr work a acquainted by the inmates. Dr, get get to get bad when Dr doctor rings start cut off and inmate friend is Mary. Wahan (Duth Hdonald) is a own cut off and Dr is to cry into little feeling. she are aren't going.. She Dr Dr day, of patientsitarium's areen are revealed revealed. Drced by directed by:.J.A (g. is is been strong cast theme and is on a great story.. and it it a very of a disappointment. watch through. it the's length budget.. the lack slow pace. the Burton.
 are some too many things scenes scenes to the and the end and and to lot of to and the end scene minutes minutes. The film is a real plot effects, it is just in in the Sanitarium. the's a are are a a a place, building. the middle of nowhere. The are a real violence or the, it lot scenesashes of blood and and there, a itummy own. The's no lot of a in but it most rest in much. The only is pretty good and the whenotik. theenick. The only is pretty and theciting, the'm't really tell the I camera was.. The only ending is a and but it's doesn a too long to get to the. The lot that is a lot of potential but was never not back by the's budget. The,'m I I I'm it's have been better lot better if it film had been told into a movie hour hour longstoryil of the San'. and.",gpt2
